path,title,modul,kategoria,alkalmazas,cluster,risk,fr_count,fr_codes
EXCMD/legacy/modules/PTARKESZ.md,Legacy modul: PTARKESZ,PTARKESZ,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/PTARTMK.md,Legacy modul: PTARTMK,PTARTMK,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/QRDEPUTY.md,Legacy modul: QRDEPUTY,QRDEPUTY,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/QRGENER.md,Legacy modul: QRGENER,QRGENER,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/QUITFORM.md,Legacy modul: QUITFORM,QUITFORM,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/REGEN.md,Legacy modul: REGEN,REGEN,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/REGIZARO.md,Legacy modul: REGIZARO,REGIZARO,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/SCANNING.md,Legacy modul: SCANNING,SCANNING,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/SENDOKMANY.md,Legacy modul: SENDOKMANY,SENDOKMANY,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/SETRATE.md,Legacy modul: SETRATE,SETRATE,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/STORNO.md,Legacy modul: STORNO,STORNO,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/SUPER.md,Legacy modul: SUPER,SUPER,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/SUPERTSK.md,Legacy modul: SUPERTSK,SUPERTSK,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/TEAOR.md,Legacy modul: TEAOR,TEAOR,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/TERMINAL.md,Legacy modul: TERMINAL,TERMINAL,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/TERROR.md,Legacy modul: TERROR,TERROR,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/TESCO.md,Legacy modul: TESCO,TESCO,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/TRADE.md,Legacy modul: TRADE (kereskedési / díj alrendszer),TRADE,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/UGYFEL.md,Legacy modul: UGYFEL,UGYFEL,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/UGYFELTMK.md,Legacy modul: UGYFELTMK,UGYFELTMK,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/UJSCANNER.md,Legacy modul: UJSCANNER,UJSCANNER,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/VASARLAS.md,Legacy modul: VASARLAS,VASARLAS,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/VERZFRIS.md,Legacy modul: VERZFRIS,VERZFRIS,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/WUNION.md,Legacy modul: WUNION,WUNION,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/XTRANZ.md,Legacy modul: XTRANZ,XTRANZ,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules-arfolyam/00-INDEX.md,ARFOLYAM (árfolyamkészítő) — VALÓDI forrás modul-MD-k,00-INDEX,legacy-arfolyam,penztar-client,legacy-arfolyam,Alacsony,0,
EXCMD/legacy/modules-arfolyam/TAdatBetoltes.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TAdatBetoltes,TAdatBetoltes,legacy-arfolyam,penztar-client,legacy-arfolyam,Kozepes,0,
EXCMD/legacy/modules-arfolyam/TAdatSzetkuldes.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TAdatSzetkuldes,TAdatSzetkuldes,legacy-arfolyam,penztar-client,legacy-arfolyam,Kozepes,0,
EXCMD/legacy/modules-arfolyam/TALAPLAP.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TALAPLAP,TALAPLAP,legacy-arfolyam,penztar-client,legacy-arfolyam,Kozepes,0,
EXCMD/legacy/modules-arfolyam/TARFDATAIRAS.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TARFDATAIRAS,TARFDATAIRAS,legacy-arfolyam,penztar-client,legacy-arfolyam,Kozepes,0,
EXCMD/legacy/modules-arfolyam/TCSOPORTDISPLAY.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TCSOPORTDISPLAY,TCSOPORTDISPLAY,legacy-arfolyam,penztar-client,legacy-arfolyam,Alacsony,0,
EXCMD/legacy/modules-arfolyam/TForm1.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TForm1,TForm1,legacy-arfolyam,penztar-client,legacy-arfolyam,Kozepes,0,
EXCMD/legacy/modules-arfolyam/TGetFuggveny.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TGetFuggveny,TGetFuggveny,legacy-arfolyam,penztar-client,legacy-arfolyam,Kozepes,0,
EXCMD/legacy/modules-arfolyam/THELPFORM.md,Legacy modul (ARFOLYAM / árfolyamkészítő): THELPFORM,THELPFORM,legacy-arfolyam,penztar-client,legacy-arfolyam,Kozepes,0,
EXCMD/legacy/modules-arfolyam/THOVAMASOLJAK.md,Legacy modul (ARFOLYAM / árfolyamkészítő): THOVAMASOLJAK,THOVAMASOLJAK,legacy-arfolyam,penztar-client,legacy-arfolyam,Alacsony,0,
EXCMD/legacy/modules-arfolyam/TINTERNETBONGESZO.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TINTERNETBONGESZO,TINTERNETBONGESZO,legacy-arfolyam,penztar-client,legacy-arfolyam,Kozepes,0,
EXCMD/legacy/modules-arfolyam/TINTERNETTMKFORM.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TINTERNETTMKFORM,TINTERNETTMKFORM,legacy-arfolyam,penztar-client,legacy-arfolyam,Alacsony,0,
EXCMD/legacy/modules-arfolyam/TIRODANEVLISTA.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TIRODANEVLISTA,TIRODANEVLISTA,legacy-arfolyam,penztar-client,legacy-arfolyam,Alacsony,0,
EXCMD/legacy/modules-arfolyam/TLIMITALLITOFORM.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TLIMITALLITOFORM,TLIMITALLITOFORM,legacy-arfolyam,penztar-client,legacy-arfolyam,Kozepes,0,
EXCMD/legacy/modules-arfolyam/TMUNKAFORM.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TMUNKAFORM,TMUNKAFORM,legacy-arfolyam,penztar-client,legacy-arfolyam,Alacsony,0,
EXCMD/legacy/modules-arfolyam/TNyomtatoForm.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TNyomtatoForm,TNyomtatoForm,legacy-arfolyam,penztar-client,legacy-arfolyam,Kozepes,0,
EXCMD/legacy/modules-arfolyam/TZOLDMENU.md,Legacy modul (ARFOLYAM / árfolyamkészítő): TZOLDMENU,TZOLDMENU,legacy-arfolyam,penztar-client,legacy-arfolyam,Kozepes,0,
EXCMD/legacy/modules-ertektar/ARFTMK.md,Legacy modul (ÉRTÉKTÁR): ARFTMK,ARFTMK,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/ATADOLAP.md,Legacy modul (ÉRTÉKTÁR): ATADOLAP,ATADOLAP,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/ATADVET.md,Legacy modul (ÉRTÉKTÁR): ATADVET,ATADVET,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/BIZODISP.md,Legacy modul (ÉRTÉKTÁR): BIZODISP,BIZODISP,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/BLOKNYOM.md,Legacy modul (ÉRTÉKTÁR): BLOKNYOM,BLOKNYOM,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/CHECKLST.md,Legacy modul (ÉRTÉKTÁR): CHECKLST,CHECKLST,legacy-ertektar,penztar-client,legacy-ertektar,Alacsony,0,
EXCMD/legacy/modules-ertektar/CIMLCTRL.md,Legacy modul (ÉRTÉKTÁR): CIMLCTRL,CIMLCTRL,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/CIMLET.md,Legacy modul (ÉRTÉKTÁR): CIMLET,CIMLET,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/CIMLMENU.md,Legacy modul (ÉRTÉKTÁR): CIMLMENU,CIMLMENU,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/CIMLNYOM.md,Legacy modul (ÉRTÉKTÁR): CIMLNYOM,CIMLNYOM,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/CIMSETUP.md,Legacy modul (ÉRTÉKTÁR): CIMSETUP,CIMSETUP,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/ESTIZAR.md,Legacy modul (ÉRTÉKTÁR): ESTIZAR,ESTIZAR,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/GETARF.md,Legacy modul (ÉRTÉKTÁR): GETARF,GETARF,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/GETELLEN.md,Legacy modul (ÉRTÉKTÁR): GETELLEN **[ÉRTÉKTÁR-EGYEDI — nincs VALUTA megfelelő]**,GETELLEN,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/GETPLOMB.md,Legacy modul (ÉRTÉKTÁR): GETPLOMB,GETPLOMB,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/GETPTAR.md,Legacy modul (ÉRTÉKTÁR): GETPTAR,GETPTAR,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/HAVIZAR.md,Legacy modul (ÉRTÉKTÁR): HAVIZAR,HAVIZAR,legacy-ertektar,penztar-client,legacy-ertektar,Alacsony,0,
EXCMD/legacy/modules-ertektar/HRKATVEVO.md,Legacy modul (ÉRTÉKTÁR): HRKATVEVO **[ÉRTÉKTÁR-EGYEDI — nincs VALUTA megfelelő]**,HRKATVEVO,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/HRKCIMLET.md,Legacy modul (ÉRTÉKTÁR): HRKCIMLET **[ÉRTÉKTÁR-EGYEDI — nincs VALUTA megfelelő]**,HRKCIMLET,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/IDOSZAK.md,Legacy modul (ÉRTÉKTÁR): IDOSZAK,IDOSZAK,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/IRARFOLY.md,Legacy modul (ÉRTÉKTÁR): IRARFOLY **[ÉRTÉKTÁR-EGYEDI — nincs VALUTA megfelelő]**,IRARFOLY,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/KCIMLET.md,Legacy modul (ÉRTÉKTÁR): KCIMLET,KCIMLET,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/KESZEDIT.md,Legacy modul (ÉRTÉKTÁR): KESZEDIT,KESZEDIT,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/KESZUP.md,Legacy modul (ÉRTÉKTÁR): KESZUP,KESZUP,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/KEZDIJ.md,Legacy modul (ÉRTÉKTÁR): KEZDIJ,KEZDIJ,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/KORLEV.md,Legacy modul (ÉRTÉKTÁR): KORLEV,KORLEV,legacy-ertektar,penztar-client,legacy-ertektar,Alacsony,0,
EXCMD/legacy/modules-ertektar/LISTAK.md,Legacy modul (ÉRTÉKTÁR): LISTAK,LISTAK,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/LOGDISP.md,Legacy modul (ÉRTÉKTÁR): LOGDISP,LOGDISP,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/LOGIRO.md,Legacy modul (ÉRTÉKTÁR): LOGIRO,LOGIRO,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/MAKTABLAK.md,Legacy modul (ÉRTÉKTÁR): MAKTABLAK,MAKTABLAK,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/MATPTAR.md,Legacy modul (ÉRTÉKTÁR): MATPTAR,MATPTAR,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/MENTES.md,Legacy modul (ÉRTÉKTÁR): MENTES,MENTES,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/NAPIJEL.md,Legacy modul (ÉRTÉKTÁR): NAPIJEL,NAPIJEL,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/NAPIKEZD.md,Legacy modul (ÉRTÉKTÁR): NAPIKEZD,NAPIKEZD,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/NAPKONYV.md,Legacy modul (ÉRTÉKTÁR): NAPKONYV,NAPKONYV,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/NAPZAR.md,Legacy modul (ÉRTÉKTÁR): NAPZAR,NAPZAR,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/NIFVAL.md,Legacy modul (ÉRTÉKTÁR): NIFVAL **[ÉRTÉKTÁR-EGYEDI — nincs VALUTA megfelelő]**,NIFVAL,legacy-ertektar,penztar-client,legacy-ertektar,Alacsony,0,
EXCMD/legacy/modules-ertektar/NZNYOMT.md,Legacy modul (ÉRTÉKTÁR): NZNYOMT,NZNYOMT,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/PENZTARAK.md,Legacy modul (ÉRTÉKTÁR): PENZTARAK **[ÉRTÉKTÁR-EGYEDI — nincs VALUTA megfelelő]**,PENZTARAK,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/PICTLOAD.md,Legacy modul (ÉRTÉKTÁR): PICTLOAD **[ÉRTÉKTÁR-EGYEDI — nincs VALUTA megfelelő]**,PICTLOAD,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/PILLALL.md,Legacy modul (ÉRTÉKTÁR): PILLALL,PILLALL,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/PILLKESZ.md,Legacy modul (ÉRTÉKTÁR): PILLKESZ,PILLKESZ,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/PROSBE.md,Legacy modul (ÉRTÉKTÁR): PROSBE,PROSBE,legacy-ertektar,penztar-client,legacy-ertektar,Alacsony,0,
EXCMD/legacy/modules-ertektar/PROSTMK.md,Legacy modul (ÉRTÉKTÁR): PROSTMK,PROSTMK,legacy-ertektar,penztar-client,legacy-ertektar,Alacsony,0,
EXCMD/legacy/modules-ertektar/PTARKESZ.md,Legacy modul (ÉRTÉKTÁR): PTARKESZ,PTARKESZ,legacy-ertektar,penztar-client,legacy-ertektar,Alacsony,0,
EXCMD/legacy/modules-ertektar/PTARTMK.md,Legacy modul (ÉRTÉKTÁR): PTARTMK,PTARTMK,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/QUITFORM.md,Legacy modul (ÉRTÉKTÁR): QUITFORM,QUITFORM,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/RATECTRL.md,Legacy modul (ÉRTÉKTÁR): RATECTRL **[ÉRTÉKTÁR-EGYEDI — nincs VALUTA megfelelő]**,RATECTRL,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/RATEPERM.md,Legacy modul (ÉRTÉKTÁR): RATEPERM **[ÉRTÉKTÁR-EGYEDI — nincs VALUTA megfelelő]**,RATEPERM,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/REGEN.md,Legacy modul (ÉRTÉKTÁR): REGEN,REGEN,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/REGIZARO.md,Legacy modul (ÉRTÉKTÁR): REGIZARO,REGIZARO,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/STORNO.md,Legacy modul (ÉRTÉKTÁR): STORNO,STORNO,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-ertektar/SUPER.md,Legacy modul (ÉRTÉKTÁR): SUPER,SUPER,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/SUPERTSK.md,Legacy modul (ÉRTÉKTÁR): SUPERTSK,SUPERTSK,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/TERMINAL.md,Legacy modul (ÉRTÉKTÁR): TERMINAL,TERMINAL,legacy-ertektar,penztar-client,legacy-ertektar,Kozepes,0,
EXCMD/legacy/modules-ertektar/WUNION.md,Legacy modul (ÉRTÉKTÁR): WUNION,WUNION,legacy-ertektar,penztar-client,legacy-ertektar,Magas,0,
EXCMD/legacy/modules-szerver/ADATGYUJTO.md,Legacy modul (SZERVER): ADATGYUJTO,ADATGYUJTO,legacy-szerver,penztar-client,legacy-szerver,Magas,0,
EXCMD/legacy/modules-szerver/ARFTMK.md,Legacy modul (SZERVER): ARFTMK,ARFTMK,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/ATLAGARF.md,Legacy modul (SZERVER): ATLAGARF,ATLAGARF,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/BANKFORG.md,Legacy modul (SZERVER): BANKFORG,BANKFORG,legacy-szerver,penztar-client,legacy-szerver,Magas,0,
EXCMD/legacy/modules-szerver/BEERKCTRL.md,Legacy modul (SZERVER): BEERKCTRL,BEERKCTRL,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/BEERKEZES.md,Legacy modul (SZERVER): BEERKEZES,BEERKEZES,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/BEJELENTES.md,Legacy modul (SZERVER): BEJELENTES,BEJELENTES,legacy-szerver,penztar-client,legacy-szerver,Alacsony,0,
EXCMD/legacy/modules-szerver/DATADISP.md,Legacy modul (SZERVER): DATADISP,DATADISP,legacy-szerver,penztar-client,legacy-szerver,Magas,0,
EXCMD/legacy/modules-szerver/DBOOKCTRL.md,Legacy modul (SZERVER): DBOOKCTRL,DBOOKCTRL,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/DOLGOZOK.md,Legacy modul (SZERVER): DOLGOZOK,DOLGOZOK,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/FORGALOMDISP.md,Legacy modul (SZERVER): FORGALOMDISP,FORGALOMDISP,legacy-szerver,penztar-client,legacy-szerver,Magas,0,
EXCMD/legacy/modules-szerver/GETDISP.md,Legacy modul (SZERVER): GETDISP,GETDISP,legacy-szerver,penztar-client,legacy-szerver,Magas,0,
EXCMD/legacy/modules-szerver/GETUZLET.md,Legacy modul (SZERVER): GETUZLET,GETUZLET,legacy-szerver,penztar-client,legacy-szerver,Alacsony,0,
EXCMD/legacy/modules-szerver/HOVALASZ.md,Legacy modul (SZERVER): HOVALASZ,HOVALASZ,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/HRKSERVER.md,Legacy modul (SZERVER): HRKSERVER,HRKSERVER,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/IDOSZAK.md,Legacy modul (SZERVER): IDOSZAK,IDOSZAK,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/IMPORT.md,Legacy modul (SZERVER): IMPORT,IMPORT,legacy-szerver,penztar-client,legacy-szerver,Magas,0,
EXCMD/legacy/modules-szerver/IRTMK.md,Legacy modul (SZERVER): IRTMK,IRTMK,legacy-szerver,penztar-client,legacy-szerver,Magas,0,
EXCMD/legacy/modules-szerver/JUTSZAMITO.md,Legacy modul (SZERVER): JUTSZAMITO,JUTSZAMITO,legacy-szerver,penztar-client,legacy-szerver,Alacsony,0,
EXCMD/legacy/modules-szerver/JUTSZAZALEK.md,Legacy modul (SZERVER): JUTSZAZALEK,JUTSZAZALEK,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/KESZLETDISP.md,Legacy modul (SZERVER): KESZLETDISP,KESZLETDISP,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/KEZDIJ.md,Legacy modul (SZERVER): KEZDIJ,KEZDIJ,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/KEZDTRANZDISP.md,Legacy modul (SZERVER): KEZDTRANZDISP,KEZDTRANZDISP,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/MNBGYUJTO.md,Legacy modul (SZERVER): MNBGYUJTO,MNBGYUJTO,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/MNBHIBAK.md,Legacy modul (SZERVER): MNBHIBAK,MNBHIBAK,legacy-szerver,penztar-client,legacy-szerver,Alacsony,0,
EXCMD/legacy/modules-szerver/PTARKOZOTT.md,Legacy modul (SZERVER): PTARKOZOTT,PTARKOZOTT,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/STORNODISP.md,Legacy modul (SZERVER): STORNODISP,STORNODISP,legacy-szerver,penztar-client,legacy-szerver,Magas,0,
EXCMD/legacy/modules-szerver/SUMWUAFA.md,Legacy modul (SZERVER): SUMWUAFA,SUMWUAFA,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/TRANZAKC.md,Legacy modul (SZERVER): TRANZAKC,TRANZAKC,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/TRBDISP.md,Legacy modul (SZERVER): TRBDISP,TRBDISP,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/UNPACKER.md,Legacy modul (SZERVER): UNPACKER,UNPACKER,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/USERBELEP.md,Legacy modul (SZERVER): USERBELEP,USERBELEP,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/WESTERN.md,Legacy modul (SZERVER): WESTERN,WESTERN,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/WUAFATRANZ.md,Legacy modul (SZERVER): WUAFATRANZ,WUAFATRANZ,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/WUNIDISP.md,Legacy modul (SZERVER): WUNIDISP,WUNIDISP,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver/ZARASCTRL.md,Legacy modul (SZERVER): ZARASCTRL,ZARASCTRL,legacy-szerver,penztar-client,legacy-szerver,Kozepes,0,
EXCMD/legacy/modules-szerver-fejleszt/_ARFTESZT.md,Legacy modul (SZERVER-FEJLESZT): _ARFTESZT,_ARFTESZT,legacy-szerver-fejlesztes,penztar-client,legacy-szerver-fejlesztes,Alacsony,0,
EXCMD/legacy/modules-szerver-fejleszt/_NAPIFORG.md,Legacy modul (SZERVER-FEJLESZT): _NAPIFORG,_NAPIFORG,legacy-szerver-fejlesztes,penztar-client,legacy-szerver-fejlesztes,Kozepes,0,
EXCMD/legacy/modules-szerver-fejleszt/ACVERSNY.md,Legacy modul (SZERVER-FEJLESZT mély): ACVERSNY,ACVERSNY,legacy-szerver-fejlesztes,penztar-client,legacy-szerver-fejlesztes,Kozepes,0,
EXCMD/legacy/modules-szerver-fejleszt/ADATPOTLO.md,Legacy modul (SZERVER-FEJLESZT mély): ADATPOTLO,ADATPOTLO,legacy-szerver-fejlesztes,penztar-client,legacy-szerver-fejlesztes,Kozepes,0,
EXCMD/legacy/modules-szerver-fejleszt/ADVETEX.md,Legacy modul (SZERVER-FEJLESZT mély): ADVETEX,ADVETEX,legacy-szerver-fejlesztes,penztar-client,legacy-szerver-fejlesztes,Kozepes,0,
EXCMD/legacy/modules-szerver-fejleszt/AKTKESZ.md,Legacy modul (SZERVER-FEJLESZT mély): AKTKESZ,AKTKESZ,legacy-szerver-fejlesztes,penztar-client,legacy-szerver-fejlesztes,Alacsony,0,
EXCMD/legacy/modules-szerver-fejleszt/ALTIB.md,Legacy modul (SZERVER-FEJLESZT mély): ALTIB,ALTIB,legacy-szerver-fejlesztes,penztar-client,legacy-szerver-fejlesztes,Alacsony,0,
EXCMD/legacy/modules-szerver-fejleszt/ARCHIVAL.md,Legacy modul (SZERVER-FEJLESZT): ARCHIVAL,ARCHIVAL,legacy-szerver-fejlesztes,penztar-client,legacy-szerver-fejlesztes,Kozepes,0,
EXCMD/legacy/modules-szerver-fejleszt/ARFOLYAM.md,Legacy modul (SZERVER-FEJLESZT): ARFOLYAM,ARFOLYAM,legacy-szerver-fejlesztes,penztar-client,legacy-szerver-fejlesztes,Alacsony,0,
EXCMD/legacy/modules-szerver-fejleszt/BANKDISP.md,Legacy modul (SZERVER-FEJLESZT mély): BANKDISP,BANKDISP,legacy-szerver-fejlesztes,penztar-client,legacy-szerver-fejlesztes,Magas,0,
EXCMD/legacy/modules-szerver-fejleszt/BANKLIST.md,Legacy modul (SZERVER-FEJLESZT): BANKLIST,BANKLIST,legacy-szerver-fejlesztes,penztar-client,legacy-szerver-fejlesztes,Magas,0,
EXCMD/legacy/modules-szerver-fejleszt/BEERK.md,Legacy modul (SZERVER-FEJLESZT mély): BEERK,BEERK,legacy-szerver-fejlesztes,penztar-client,legacy-szerver-fejlesztes,Kozepes,0,
