relpath,ext,size,status
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Szállítás pénztárak között menü.jpeg",jpeg,277988,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Társpénztár kiválasztása új pénztár felvétele.jpeg",jpeg,217848,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Tranzakció engedélyeztetése.jpeg",jpeg,110532,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Ügyfél országos ellenőrzése és engedély kérés tranzakciókra.jpeg",jpeg,163488,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Ügyfél országos ellenőrzése és tranzalció engedélyezése .jpeg",jpeg,116053,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Vásárlás email elküldve üzenet.jpeg",jpeg,158716,PENDING
"Cégcsoport felmérése\Árfolyamkészítő programról\0-s lap, alapárfolyamok.jpg",jpg,592133,PENDING
Cégcsoport felmérése\Árfolyamkészítő programról\Árfolyamok szétküldése log_.jpg,jpg,550177,PENDING
Cégcsoport felmérése\Árfolyamkészítő programról\Csoport karbantartó 2.jpg,jpg,659003,PENDING
Cégcsoport felmérése\Árfolyamkészítő programról\Csoportok karbantartó.jpg,jpg,569775,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Áfolyam nyomtatás _ Pénztárosi nyilatkozat.jpg",jpg,1385522,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Extra tranzakciós díjak _ Foglaló _ Pénztári adatlap.jpg",jpg,683008,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Forint átvételi bizonylat.jpg",jpg,1059551,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Havi zárás 2_.jpg",jpg,1713943,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Havi zárás.jpg",jpg,1613686,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\KKTG átadás és átvétel.jpg",jpg,1376714,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Kezelési költség dekádzárása és Pénztári átadás.jpg",jpg,1160246,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Napi zárás.jpg",jpg,1628627,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Pénztár állás.jpg",jpg,3026566,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Pénztári átadás 2.jpg",jpg,2940158,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\kktg átadás átvétel II.jpg",jpg,2112664,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Havi forgalom Békéscsaba körzet összesen.jpg",jpg,1926307,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Kezelési költség jelentés.jpg",jpg,2129693,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Napi pénztár jelentés.jpg",jpg,1409556,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Beállítások külön jelszóval_ Jelszó beállítások napi jelentéshez.jpg",jpg,167153,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Címletezés Zárások - Cimletezés.JPG",jpg,4141057,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\ERB Egyedi kötés.JPG",jpg,3720835,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Értéktári zárás előtti check list.JPG",jpg,4512123,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Értéktári zárást ellenőrző személy adatai.JPG",jpg,2028841,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Főmenü 2.JPG",jpg,2999644,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Főmenü.JPG",jpg,3241469,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Havi tabló.JPG",jpg,2863745,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Kezelési költségek.JPG",jpg,3667710,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Pénztár választása 2..JPG",jpg,2592404,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Pénztár választása.JPG",jpg,2800949,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\nyomtató.jpg",jpg,393543,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Árfolyamkészítő programról\0-s lap, alapárfolyamok.jpg",jpg,592133,PENDING
Kósa Szervezés\Cégcsoport felmérése\Árfolyamkészítő programról\Árfolyamok szétküldése log_.jpg,jpg,550177,PENDING
Kósa Szervezés\Cégcsoport felmérése\Árfolyamkészítő programról\Csoport karbantartó 2.jpg,jpg,659003,PENDING
Kósa Szervezés\Cégcsoport felmérése\Árfolyamkészítő programról\Csoportok karbantartó.jpg,jpg,569775,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Áfolyam nyomtatás _ Pénztárosi nyilatkozat.jpg",jpg,1385522,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Extra tranzakciós díjak _ Foglaló _ Pénztári adatlap.jpg",jpg,683008,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Foglaló bizonylatok.jpg",jpg,475576,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Forint átvételi bizonylat.jpg",jpg,1059551,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Havi zárás 2_.jpg",jpg,1713943,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Havi zárás.jpg",jpg,1613686,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\KKTG átadás és átvétel copy.jpg",jpg,1872459,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\KKTG átadás és átvétel.jpg",jpg,1376714,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Kezelési költség dekádzárása és Pénztári átadás.jpg",jpg,1160246,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Napi zárás.jpg",jpg,1628627,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Pénztár állás.jpg",jpg,3026566,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\Pénztári átadás 2.jpg",jpg,2940158,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\kktg átadás átvétel II copy.jpg",jpg,2112664,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Bizonylatok\kktg átadás átvétel II.jpg",jpg,1991519,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Havi forgalom Békéscsaba körzet összesen.jpg",jpg,1926307,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Kezelési költség jelentés.jpg",jpg,2129693,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Napi pénztár jelentés.jpg",jpg,1409556,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Beállítások külön jelszóval_ Jelszó beállítások napi jelentéshez.jpg",jpg,167153,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Címletezés Zárások - Cimletezés.JPG",jpg,4141057,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\ERB Egyedi kötés.JPG",jpg,3720835,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Értéktári zárás előtti check list.JPG",jpg,4512123,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Értéktári zárást ellenőrző személy adatai.JPG",jpg,2028841,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Főmenü 2.JPG",jpg,2999644,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Főmenü.JPG",jpg,3241469,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Havi tabló.JPG",jpg,2863745,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Kezelési költségek.JPG",jpg,3667710,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Pénztár választása 2..JPG",jpg,2592404,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Pénztár választása.JPG",jpg,2800949,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\nyomtató.jpg",jpg,393543,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Hangfelvételek\Hang 002_sd.m4a",m4a,171904469,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Hangfelvételek\Hang 003_sd.m4a",m4a,10213939,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Hangfelvételek\Hang 004_sd.m4a",m4a,84253766,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Hangfelvételek\Hang 005_sd.m4a",m4a,42950790,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Hangfelvételek\Hang 002_sd.m4a",m4a,171904469,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Hangfelvételek\Hang 003_sd.m4a",m4a,10213939,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Hangfelvételek\Hang 004_sd.m4a",m4a,84253766,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Hangfelvételek\Hang 005_sd.m4a",m4a,42950790,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Expressz Ékszerház és Minibank Kft forgalom 202409 hó.ods",ods,155344,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Expressz Ékszerház és Minibank Kft forgalom 202409 hó.ods",ods,155344,PENDING
Kósa Tervezés és fejlesztés\Segédanyagok Valuta\Beosztás 2024 03 hó II Szarvas.ods,ods,11454,PENDING
Kósa Tervezés és fejlesztés\Segédanyagok Valuta\7 sz Körlevél esetleges bankkártyás csalásokról.odt,odt,12285,PENDING
Kósa Tervezés és fejlesztés\Segédanyagok Valuta\9 sz Körlevél a FATF többszintű listájának változásáról 2024 02 hó.odt,odt,13628,PENDING
"Cégcsoport felmérése\Árfolyamkészítő programról\Csoport, nem kézzel állítós hanem a 0-s árfolyamlapról töltődik.png",png,1228241,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Állampolgárság.png",png,108167,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Bizonyítvány számok.png",png,80513,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Felhasználónév.png",png,101193,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Jelszó.png",png,100498,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Kód.png",png,104758,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Munkaügyi adatok, Fiókok, Jogosultságok.png",png,97782,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Szabadságok, Gyerekek.png",png,89982,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Üzemorvosi vizsgálat.png",png,124442,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Árfolyamkészítő programról\Csoport, nem kézzel állítós hanem a 0-s árfolyamlapról töltődik.png",png,1228241,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Állampolgárság.png",png,108167,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Bizonyítvány számok.png",png,80513,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Felhasználónév.png",png,101193,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Jelszó.png",png,100498,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Kód.png",png,104758,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Munkaügyi adatok, Fiókok, Jogosultságok.png",png,97782,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Szabadságok, Gyerekek.png",png,89982,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Képernyőképek\Képernyőképek - Munkavállaló különbségek\Üzemorvosi vizsgálat.png",png,124442,PENDING
Kósa Tervezés és fejlesztés\Hálózati és számítógép felmérés\Szilvi - Specifikáció.png,png,47745,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Forgalmi és készlet jelentés ZÁLOG ZM241024.txt",txt,15679,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Forgalmi és készlet jelentés ZÁLOG ZM241024.txt",txt,15679,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Áfa, kktg  2024 10 09 hó.xlsx",xlsx,236544,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\EXZ haszon pt 202409 hó.xlsx",xlsx,9728,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Havi átadás-átvétel kimutatás.xlsx",xlsx,57508,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Készletek 2024 09 hó.xlsx",xlsx,93184,PENDING
"Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Zálog kk 202409 hó.xlsx",xlsx,44544,PENDING
Delphi Licence árak.xlsx,xlsx,6722,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Áfa, kktg  2024 10 09 hó.xlsx",xlsx,236544,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\EXZ haszon pt 202409 hó.xlsx",xlsx,9728,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Havi átadás-átvétel kimutatás.xlsx",xlsx,57508,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Készletek 2024 09 hó.xlsx",xlsx,93184,PENDING
"Kósa Szervezés\Cégcsoport felmérése\Személyes találkozó összefoglalók, kapott dokumentumok, képernyőképek\Dokumentumok\Zálog kk 202409 hó.xlsx",xlsx,44544,PENDING
Kósa Szervezés\Névtelen táblázat.xlsx,xlsx,4809,PENDING
Kósa Tervezés és fejlesztés\Hálózati és számítógép felmérés\!zálog (1).xlsx,xlsx,59313,PENDING
Kósa Tervezés és fejlesztés\Hálózati és számítógép felmérés\Hálózati és számítógép felmérés kimutatás.xlsx,xlsx,23651,PENDING
Kósa Tervezés és fejlesztés\Segédanyagok Valuta\ÁtaDÁS ÁTVÉTEL 2024 02 HÓ.xlsx,xlsx,67923,PENDING
Kósa Tervezés és fejlesztés\Segédanyagok Valuta\Készlet 2024 02 hó.xlsx,xlsx,87943,PENDING
Kósa Tervezés és fejlesztés\Segédanyagok Valuta\WU e ker kktg áfa 2024 02 hó.xlsx,xlsx,282734,PENDING
Kósa Tervezés és fejlesztés\Segédanyagok Valuta\forgalom 2024 02 hó.xlsx,xlsx,126050,PENDING
Szervezés\Névtelen táblázat.xlsx,xlsx,4809,PENDING
Kósa Tervezés és fejlesztés\Hálózati és számítógép felmérés\Békéscsaba-20240318T082026Z-001.zip,zip,4067651,PENDING
